timestamp_hour_utc,q_air_kw,q_vent_kw,q_rdhx_kw,q_cdu_kw,q_rdhx_to_wshp_kw,q_rdhx_to_chiller_kw,q_cdu_to_wshp_kw,q_cdu_to_free_kw,q_chiller_evap_kw,p_chiller_kw,p_tower_kw,p_wshp_kw,p_grid_kw,q_heat_kw,day_weight
2025-09-25 20:00:00+00:00,0.0,546.8698914141414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2025-09-25 21:00:00+00:00,0.0,534.2805555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2025-09-25 22:00:00+00:00,0.0,544.7100068514603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2025-09-25 23:00:00+00:00,0.0,546.5778888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2025-10-22 00:00:00+00:00,0.0,470.29415025252524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2025-10-22 01:00:00+00:00,0.0,467.4895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2025-10-22 02:00:00+00:00,0.0,467.7899444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2025-10-22 03:00:00+00:00,0.0,466.82655555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2025-10-22 04:00:00+00:00,0.0,480.58329292929295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2025-10-22 05:00:00+00:00,0.0,471.1395555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2025-10-22 06:00:00+00:00,0.0,460.92583333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2025-10-22 07:00:00+00:00,0.0,448.2207222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2025-10-22 08:00:00+00:00,0.0,469.5551691919193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
